RecipeID,Recipe,Recipe_category,Flavor,Yogurt_culture,Skimmed_milk,Semi_skimmed_milk,Full_fat_milk,Milk_supplier,MPC 70%,MPC 80%,Fruit_prep_40Fruit,Fruit_prep_60Fruit,Fruit_prep_supplier,Added_sugar,Aroma,Flavor_intensity ,sweetness,Fruit_intensity,Chalkiness,Color_intensity,thickness,Coating,Global Appreciation,Fat g/100g,Saturated Fatty Acids SFA g/100g,Protein g/100g,Carb (total sugars) g/100g,Calcium mg/100g,Energy kcal/100g,€/kg min,€/kg max,%Protein_cal,Source_protein,Rich_protein,Source_calcium_us,High_calcium_us,Source_calcium_eu,High_calcium_eu
REC-00317,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.65,0.55,1.03,3.36,3.38,3.03,4,2.35,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00318,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,0,65,BASF Ingredients,16,0,0,10,DAIRY & Co.,9,0.001,0.68,3.02,1.03,2.18,3.76,2.93,3.89,3.22,2.4,1.6,2.8,17.5,121.2,103.2,0.65,1.1,10.85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00319,Stirred_Plain,Plain,Plain,0.01,0,0,85,BASF Ingredients,10,0,5,0,DAIRY & Co.,0,0,0.3,0.3,0.31,2.93,2.59,1.74,2.77,1.83,3.1,2.1,3.3,7.6,128.8,71.9,0.45,0.85,18.36,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00320,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.9,1.97,1.28,1.46,3.72,2.41,3.7,3.19,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00321,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.95,1.98,1.29,2.75,3.53,2.56,3.51,2.82,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00322,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,1.03,1.98,1.29,2.76,3.47,2.55,3.71,2.86,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00323,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.99,2.01,1.29,3.02,3.66,2.49,3.44,2.69,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00324,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.78,1.98,1.28,2.83,3.96,2.39,3.19,2.58,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00325,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.94,1.96,1.28,2.66,3.87,2.54,3.34,2.74,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00326,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,20,0,5,0,DAIRY & Co.,0,0,0.22,0.28,0.31,3.07,2.74,2.3,2.65,1.96,2.8,1.9,3.3,7.6,128.8,68.6,0.59,0.98,19.24,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00327,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.79,1.99,1.28,3.38,3.95,2.95,3.39,2.57,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00328,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,1.07,1.98,1.29,3.88,3.89,2.79,3.88,2.61,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00329,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.78,2,1.29,2.45,4.08,2.94,3.51,2.8,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00330,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.74,2.01,1.29,2.91,3.5,2.96,3.65,2.85,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00331,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.89,2.03,1.29,3.42,3.59,2.88,3.78,2.75,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00332,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.97,2.01,1.28,3.54,3.71,2.79,3.77,2.69,2.4,1.6,3,13.7,136.2,88.4,0.61,1.01,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00333,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.86,1.96,1.29,2.17,3.48,2.4,3.68,3.01,2.8,1.9,3,13.7,136.2,91.8,0.47,0.88,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00334,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.4,4.97,2.49,2.03,4,2.74,3.6,3.24,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00335,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.43,4.92,2.5,2.49,4.07,2.77,3.78,3.09,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00336,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.35,5,2.5,2.59,4.34,2.8,3.98,2.94,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00337,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.37,4.95,2.49,1.47,4.6,2.61,3.59,3.19,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00338,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.32,4.91,2.5,2.42,4.06,2.61,3.91,3.08,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00339,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.19,4.93,2.5,1.74,4.14,2.61,3.97,3.26,2.4,1.6,2.6,19.9,143.8,111.6,0.49,0.91,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00340,Stirred_Plain,Plain,Plain,0.01,0,0,85,BASF Ingredients,10,0,0,5,DAIRY & Co.,0,0,0.33,0.27,0.4,2.6,3.01,1.98,3.08,2.15,3.1,2.1,3.3,6.7,128.8,68.5,0.48,0.9,19.27,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00341,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.35,1.12,1.81,1.88,4.25,2.95,3.92,2.86,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00342,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.27,1.14,1.8,2.55,4.16,2.67,4.25,2.62,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00343,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.24,1.12,1.81,2.28,4.05,2.67,3.65,2.72,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00344,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.29,1.16,1.8,2.28,3.78,2.86,3.93,2.86,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00345,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.12,1.06,1.81,2.74,4.03,2.87,4.33,2.57,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00346,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.16,1.12,1.81,1.97,3.96,2.66,4.18,2.87,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00347,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,20,0,0,5,DAIRY & Co.,0,0,0.3,0.26,0.39,3.05,3.12,2.65,3.3,2.24,2.8,1.9,3.3,6.7,128.8,65.2,0.62,1.03,20.25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00348,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.09,1.12,1.81,2.78,3.89,3.33,4.33,2.6,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00349,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.32,1.06,1.81,3.97,4.26,3.27,4.06,2.31,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00350,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.35,1.13,1.81,2.62,4.17,3.32,4.4,2.56,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00351,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.31,1.15,1.81,3.56,4.04,3.28,4.71,2.35,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00352,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.38,1.1,1.81,2.74,4.37,3.11,4.1,2.51,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00353,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.16,1.16,1.81,3.57,4.09,3.16,3.99,2.43,2.4,1.6,3,11.2,136.2,78.2,0.69,1.16,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00354,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.19,1.07,1.8,2.22,4.1,2.71,4,2.74,2.8,1.9,3,11.2,136.2,81.6,0.55,1.03,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00355,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.13,2.5,3.69,2.61,5,3.01,4.32,3.77,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00356,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.93,2.43,3.68,2.93,4.35,3.18,4.57,3.73,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00357,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.98,2.46,3.68,2.29,4.61,3.02,4.76,3.85,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00358,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.12,2.44,3.7,1.86,4.74,3.18,4.24,4.09,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00359,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.16,2.45,3.68,1.51,4.92,3.26,4.26,4.14,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00360,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.1,2.45,3.69,1.32,4.73,3.2,4.34,4.23,2.4,1.6,2.6,15.6,143.8,94.6,0.62,1.16,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00361,Stirred_Plain,Plain,Plain,0.01,98.5,0,0,BASF Ingredients,0,1.5,0,0,WACKER & Co.,0,0,0.12,0.03,0.02,1.06,0,0.67,0.28,0.93,0,0,4,4.5,125,34,0.352,0.7776,47.06,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00362,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,1.09,0.59,1.39,1.38,2.59,2.65,2.7,2.7,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00363,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,0.73,0.6,1.39,1.33,2.71,2.75,2.62,2.66,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00364,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,0.77,0.63,1.39,0.45,2.43,2.7,2.47,2.56,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00365,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,0.85,0.61,1.39,1.31,2.59,2.87,2.59,2.66,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00366,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,85.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,3,0.001,0.99,0.9,1.4,0.64,2.66,2.58,2.31,2.62,0,0,3.5,11.8,128.8,61.2,0.462,0.9612,22.88,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00367,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,1.12,0.63,1.38,1.41,2.72,2.66,2.55,2.68,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00368,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,88.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,0,0,0.96,0.63,1.39,0.35,2.48,2.73,2.58,2.58,0,0,3.6,8.9,132.5,50.2,0.429,0.918,28.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00369,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,85.5,0,0,BASF Ingredients,0,1.5,0,10,WACKER & Co.,3,0.001,1.02,0.9,1.4,0.94,2.41,2.92,2.65,2.79,0,0,3.5,11.8,128.8,61.2,0.462,0.9612,22.88,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00370,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,0,25,0,0,WACKER & Co.,0,0,0.03,0.08,0.02,3.21,0,2.72,1.15,0.97,0,0,4.2,4.2,125,33.5,0.77,1.188,50.15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00371,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,0.93,0.6,1.39,4.51,2.66,4.56,3.53,1.92,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00372,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,0.77,0.57,1.38,5,2.71,4.97,3.75,1.82,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00373,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,0.84,0.63,1.4,4.37,2.48,4.94,3.87,1.83,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00374,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,1.07,0.65,1.39,3.24,2.64,4.94,3.93,1.98,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00375,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,75,0,0,BASF Ingredients,0,11,0,10,WACKER & Co.,4,0.001,0.82,1.09,1.39,2.38,2.75,3.99,3.21,2.51,0,0,3.5,12.6,127.5,64.6,0.748,1.2312,21.67,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00376,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,1.21,0.64,1.4,3.83,2.45,4.83,3.98,1.9,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00377,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,0,25,0,10,WACKER & Co.,0,0,0.79,0.57,1.4,4.01,2.43,4.71,3.8,1.88,0,0,3.8,8.7,132.5,49.7,0.847,1.3284,30.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00378,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,75,0,0,BASF Ingredients,0,11,0,10,WACKER & Co.,4,0.001,0.82,1.1,1.39,3.17,2.74,4.19,3.06,2.17,0,0,3.5,12.6,127.5,64.6,0.748,1.2312,21.67,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00379,Stirred_Plain,Plain,Plain,0.01,85,0,0,BASF Ingredients,0,10,5,0,WACKER & Co.,0,0,0.28,0.29,0.43,3.16,1.88,2.79,2.11,1.63,0,0,3.9,7.5,128.8,45.3,0.517,0.9504,34.44,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00380,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.31,1.96,1.75,3.06,2.44,3.7,2.78,2.55,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00381,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.63,2.01,1.75,1.8,2.53,3.56,3.02,3.17,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00382,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.19,2.01,1.75,3.07,2.5,3.47,2.97,2.69,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00383,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.16,1.98,1.76,2.54,2.54,3.63,3.08,2.84,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00384,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.26,2.02,1.75,2.79,2.64,3.64,2.97,2.77,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00385,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.19,1.97,1.75,2.3,2.63,3.66,2.92,2.9,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00386,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,0,20,5,0,WACKER & Co.,0,0,0.61,0.31,0.43,3.23,1.88,3.56,2.44,1.68,0,0,3.9,7.4,128.8,45.1,0.693,1.1232,34.59,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00387,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.17,1.98,1.74,4.24,2.43,4.36,3.2,2.37,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00388,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.19,1.98,1.76,3.79,2.64,4.46,3.45,2.47,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00389,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.29,1.99,1.74,2.98,2.64,4.46,3.53,2.61,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00390,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.19,2.03,1.75,2.81,2.49,4.36,3.45,2.66,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00391,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.66,1.96,1.74,4.03,2.65,4.3,3.3,2.51,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00392,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,0,20,15,0,WACKER & Co.,0,0,1.54,2.01,1.75,3.59,2.66,4.35,3.36,2.55,0,0,3.5,13.5,136.2,68.1,0.715,1.1556,20.56,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00393,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,0,10,15,0,WACKER & Co.,0,0,1.57,1.97,1.75,1.73,2.65,3.42,3.09,3.25,0,0,3.5,13.6,136.2,68.3,0.539,0.9828,20.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00394,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,0,10,25,0,WACKER & Co.,0,0,3.64,4.95,3.38,2.09,3.01,3.89,3.56,3.92,0,0,3.1,19.8,143.8,91.3,0.561,1.0152,13.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00395,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,0,10,25,0,WACKER & Co.,0,0,3.28,4.97,3.38,3.48,2.94,4.07,3.62,3.39,0,0,3.1,19.8,143.8,91.3,0.561,1.0152,13.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
